bug#	Dev#	Effort	Prof 1	Prof 2	Prof 3	Prof 4	Prof 5	Prof 6	Prof 7	Prof 8	Prof 9	Prof 10	Prof 11	Prof 12
44818	39	0.24	0.12	0.00	0.02	0.00	0.02	0.02	0.02	0.01	0.01	0.00	0.00	0.00
44828	56	0.10	0.05	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00
44842	56	0.08	0.04	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00
45034	33	16.62	8.31	0.00	1.66	0.00	1.66	1.66	1.66	0.83	0.83	0.00	0.00	0.00
45180	40	21.06	10.53	0.00	2.11	0.00	2.11	2.11	2.11	1.05	1.05	0.00	0.00	0.00
45213	49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45219	40	22.49	11.24	0.00	2.25	0.00	2.25	2.25	2.25	1.12	1.12	0.00	0.00	0.00
45242	59	20.24	10.12	0.00	2.02	0.00	2.02	2.02	2.02	1.01	1.01	0.00	0.00	0.00
45285	23	2.32	1.16	0.00	0.23	0.00	0.23	0.23	0.23	0.12	0.12	0.00	0.00	0.00
45288	15	5.23	2.61	0.00	0.52	0.00	0.52	0.52	0.52	0.26	0.26	0.00	0.00	0.00
45307	13	25.14	12.57	0.00	2.51	0.00	2.51	2.51	2.51	1.26	1.26	0.00	0.00	0.00
45363	49	13.23	6.61	0.00	1.32	0.00	1.32	1.32	1.32	0.66	0.66	0.00	0.00	0.00
45378	39	36.65	18.32	0.00	3.66	0.00	3.66	3.66	3.66	1.83	1.83	0.00	0.00	0.00
45379	33	9.33	4.67	0.00	0.93	0.00	0.93	0.93	0.93	0.47	0.47	0.00	0.00	0.00
45418	56	13.54	6.77	0.00	1.35	0.00	1.35	1.35	1.35	0.68	0.68	0.00	0.00	0.00
45419	6	81.80	40.90	0.00	8.18	0.00	8.18	8.18	8.18	4.09	4.09	0.00	0.00	0.00
45450	32	10.69	5.35	0.00	1.07	0.00	1.07	1.07	1.07	0.53	0.53	0.00	0.00	0.00
45454	39	0.84	0.42	0.00	0.08	0.00	0.08	0.08	0.08	0.04	0.04	0.00	0.00	0.00
45473	32	0.94	0.47	0.00	0.09	0.00	0.09	0.09	0.09	0.05	0.05	0.00	0.00	0.00
45509	13	2.75	1.38	0.00	0.28	0.00	0.28	0.28	0.28	0.14	0.14	0.00	0.00	0.00
45513	23	2.87	1.44	0.00	0.29	0.00	0.29	0.29	0.29	0.14	0.14	0.00	0.00	0.00
45521	49	5.53	2.77	0.00	0.55	0.00	0.55	0.55	0.55	0.28	0.28	0.00	0.00	0.00
45524	32	17.66	8.83	0.00	1.77	0.00	1.77	1.77	1.77	0.88	0.88	0.00	0.00	0.00
45602	39	807.12	403.56	0.00	80.71	0.00	80.71	80.71	80.71	40.36	40.36	0.00	0.00	0.00
45628	30	2.47	1.24	0.00	0.25	0.00	0.25	0.25	0.25	0.12	0.12	0.00	0.00	0.00
45644	15	9.37	4.69	0.00	0.94	0.00	0.94	0.94	0.94	0.47	0.47	0.00	0.00	0.00
45651	33	2.59	1.30	0.00	0.26	0.00	0.26	0.26	0.26	0.13	0.13	0.00	0.00	0.00
45652	56	9.79	4.90	0.00	0.98	0.00	0.98	0.98	0.98	0.49	0.49	0.00	0.00	0.00
45703	39	11.09	5.55	0.00	1.11	0.00	1.11	1.11	1.11	0.55	0.55	0.00	0.00	0.00
45730	46	133.05	66.52	0.00	13.30	0.00	13.30	13.30	13.30	6.65	6.65	0.00	0.00	0.00
45731	56	0.23	0.12	0.00	0.02	0.00	0.02	0.02	0.02	0.01	0.01	0.00	0.00	0.00
45761	46	151.76	75.88	0.00	15.18	0.00	15.18	15.18	15.18	7.59	7.59	0.00	0.00	0.00
45781	23	30.25	15.12	0.00	3.02	0.00	3.02	3.02	3.02	1.51	1.51	0.00	0.00	0.00
45800	30	0.09	0.04	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00
45834	30	0.82	0.41	0.00	0.08	0.00	0.08	0.08	0.08	0.04	0.04	0.00	0.00	0.00
45844	32	0.49	0.24	0.00	0.05	0.00	0.05	0.05	0.05	0.02	0.02	0.00	0.00	0.00
45855	39	5.47	2.74	0.00	0.55	0.00	0.55	0.55	0.55	0.27	0.27	0.00	0.00	0.00
45858	32	6.07	3.03	0.00	0.61	0.00	0.61	0.61	0.61	0.30	0.30	0.00	0.00	0.00
45861	56	3.54	1.77	0.00	0.35	0.00	0.35	0.35	0.35	0.18	0.18	0.00	0.00	0.00
45881	32	0.21	0.10	0.00	0.02	0.00	0.02	0.02	0.02	0.01	0.01	0.00	0.00	0.00
45899	32	17.92	8.96	0.00	1.79	0.00	1.79	1.79	1.79	0.90	0.90	0.00	0.00	0.00
45903	14	11.58	5.79	0.00	1.16	0.00	1.16	1.16	1.16	0.58	0.58	0.00	0.00	0.00
45933	39	8.10	4.05	0.00	0.81	0.00	0.81	0.81	0.81	0.41	0.41	0.00	0.00	0.00
45943	46	112.77	56.39	0.00	11.28	0.00	11.28	11.28	11.28	5.64	5.64	0.00	0.00	0.00
45995	32	13.03	6.51	0.00	1.30	0.00	1.30	1.30	1.30	0.65	0.65	0.00	0.00	0.00
46007	33	1.48	0.74	0.00	0.15	0.00	0.15	0.15	0.15	0.07	0.07	0.00	0.00	0.00
46031	46	143.97	71.98	0.00	14.40	0.00	14.40	14.40	14.40	7.20	7.20	0.00	0.00	0.00
46805	1	2.12	1.06	0.00	0.21	0.00	0.21	0.21	0.21	0.11	0.11	0.00	0.00	0.00
46819	15	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
46858	14	0.04	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47043	32	0.03	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
47046	20	25.01	12.50	0.00	2.50	0.00	2.50	2.50	2.50	1.25	1.25	0.00	0.00	0.00
47071	14	0.26	0.13	0.00	0.03	0.00	0.03	0.03	0.03	0.01	0.01	0.00	0.00	0.00
47116	59	0.33	0.17	0.00	0.03	0.00	0.03	0.03	0.03	0.02	0.02	0.00	0.00	0.00
47133	15	0.04	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
